exp,fold,seed,n_train,n_test,rmse,pearson,spearman,acc3,f1_macro3,params,train_minutes,git_sha,mae,per_complex_spearman,n_complexes_counted,dataset,note
E0b_rf_pooled_esm,1,0,752,188,1.6456981837734401,-0.1504578263243147,-0.27901140606362934,0.5319148936170213,0.2871827697868815,132176,0.092,cbbc56a,1.3977118430301334,0.21033384454061593,11,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,2,0,752,188,1.316325374150064,0.39053249139377816,0.29969929035780746,0.4787234042553192,0.33797548982139675,132176,0.092,cbbc56a,1.0129260020872042,0.4098524531303797,11,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,3,0,752,188,1.318085740135986,0.3105138259444119,0.35653144038654544,0.35106382978723405,0.2843259293836958,132176,0.092,cbbc56a,1.0538111548120692,0.19776371251462121,11,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,4,0,752,188,1.670265859870882,0.2463666196801284,0.1390363562993531,0.3670212765957447,0.2000963855421687,132176,0.092,cbbc56a,1.1778823429033278,0.1239519871249165,11,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,0,1,752,188,2.4790161483146536,0.4518296350105402,0.4163681079209583,0.3617021276595745,0.2358834850840181,131720,0.091,cbbc56a,1.7304652181207798,0.5030513465626211,9,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,1,1,752,188,1.6561523583048918,-0.18174028618169774,-0.3460919360735157,0.5212765957446809,0.28574864289150004,131720,0.091,cbbc56a,1.411533226683358,0.23666467235859445,11,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,2,1,752,188,1.3196243218105677,0.3890262117515694,0.2816702488278807,0.48404255319148937,0.34504293520686957,131720,0.091,cbbc56a,1.0184446937775478,0.27761138074155794,11,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,3,1,752,188,1.3251318978270705,0.2943352933090595,0.3130420718639873,0.3351063829787234,0.2722270156264979,131720,0.091,cbbc56a,1.0518559331678505,0.1513216820300079,11,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,4,1,752,188,1.6739565410784187,0.2315657762894956,0.11815232242152612,0.3670212765957447,0.20608993748739665,131720,0.091,cbbc56a,1.1730304047189442,0.15597339101689894,11,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,0,2,752,188,2.47567205702581,0.4634148132365915,0.44438680210063464,0.3670212765957447,0.23932325008059033,131916,0.091,cbbc56a,1.725866738125443,0.4633875944759777,9,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,1,2,752,188,1.6325818596407955,-0.11090863663744477,-0.23409689909565928,0.5159574468085106,0.2802323268488682,131916,0.091,cbbc56a,1.3910828575629977,0.1586405536657467,11,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,2,2,752,188,1.3071633357955965,0.4136289185578428,0.3069190342612267,0.48404255319148937,0.331871745683749,131916,0.091,cbbc56a,1.0055447473907315,0.3950115679403506,11,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,3,2,752,188,1.3112531352242462,0.31038900164428074,0.3355214502083223,0.34574468085106386,0.2748773101619934,131916,0.091,cbbc56a,1.0445286016662312,0.17696455878879855,11,skempi_abag,pooled_esm/rf
E0b_rf_pooled_esm,4,2,752,188,1.6623653664136524,0.2535326896922485,0.14238473687698885,0.3670212765957447,0.20756813299710472,131916,0.091,cbbc56a,1.1656600918660889,0.1454471679207715,11,skempi_abag,pooled_esm/rf
E0c_rf_pooled_esm_mpnn,0,0,752,188,2.4436556329348718,0.513844515006736,0.5035856235588565,0.3351063829787234,0.20029806259314456,131982,0.1,cbbc56a,1.705566340474802,0.4872108299242483,9,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,1,0,752,188,1.6507556954775826,-0.1422123746990746,-0.2819643472901862,0.4734042553191489,0.2766342435485412,131982,0.1,cbbc56a,1.4040058398521336,0.267030210594735,11,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,2,0,752,188,1.273173939453565,0.49319005666522864,0.42349419370138874,0.46808510638297873,0.3220836303159896,131982,0.1,cbbc56a,0.9789797188207043,0.41723347891387935,11,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,3,0,752,188,1.306155255528917,0.30916249322366246,0.3900280651406704,0.3723404255319149,0.2998762601448484,131982,0.1,cbbc56a,1.02576802749712,0.3942092929867397,11,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,4,0,752,188,1.6377120349666843,0.3125394310932894,0.2603171994499237,0.3723404255319149,0.21304535904090963,131982,0.1,cbbc56a,1.1461175712027951,0.26477383354358863,11,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,0,1,752,188,2.4474161102205505,0.4984232104086198,0.4939875393829348,0.3351063829787234,0.1904688858209337,131574,0.096,cbbc56a,1.705502096544364,0.4359946409812056,9,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,1,1,752,188,1.6466393049826213,-0.14735486294071212,-0.28881300363948526,0.48936170212765956,0.2834869232384761,131574,0.096,cbbc56a,1.3987142748875359,0.22371445040769083,11,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,2,1,752,188,1.281389221121889,0.4738190882376048,0.4297395656633709,0.46808510638297873,0.33150046476310174,131574,0.096,cbbc56a,0.9840600284363519,0.419567972077274,11,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,3,1,752,188,1.306471496868335,0.31751886514693906,0.39942762820942995,0.35638297872340424,0.28538273596090796,131574,0.096,cbbc56a,1.0298121622943368,0.35844906629477413,11,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,4,1,752,188,1.6363464656777107,0.3144676163583051,0.2788794218598636,0.3723404255319149,0.21304535904090963,131574,0.096,cbbc56a,1.1363213382061255,0.2845344461776588,11,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,0,2,752,188,2.433399748921473,0.524352504454568,0.5434841795122783,0.35106382978723405,0.21499034059680958,131738,0.097,cbbc56a,1.7018013722692027,0.5530870528843769,9,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,1,2,752,188,1.6072766307344928,-0.040079826912089195,-0.15888178359071947,0.5212765957446809,0.280730697873555,131738,0.097,cbbc56a,1.3604438073263057,0.21971357806440722,11,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,2,2,752,188,1.2858568523747138,0.47219617459658714,0.4112346260675152,0.5106382978723404,0.3714599089093414,131738,0.097,cbbc56a,0.9927722566144448,0.33868770253685226,11,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,3,2,752,188,1.3048321241284297,0.3189109915850873,0.397148946253367,0.3776595744680851,0.3089066082968522,131738,0.097,cbbc56a,1.0270033555794853,0.5041144918752928,11,skempi_abag,pooled_esm_mpnn/rf
E0c_rf_pooled_esm_mpnn,4,2,752,188,1.6330912883694337,0.3271333740165829,0.3014961479972129,0.3670212765957447,0.19910832859040029,131738,0.097,cbbc56a,1.1393822869932755,0.32433123717373175,11,skempi_abag,pooled_esm_mpnn/rf
